review,sentiment
"1300760865289928705	@pdxlawgrrrl @PDXActionMedics Yeah and I am sure all the protests are peaceful and warrant no police presence. #sarcasm #AntifaBLMDomesticTerrorists
",1
"1300762187170971651	Warning: may contain #sarcasm
",1
"1300764350471266306	My #parents give me "" savage reply "" and then ask  who is teaching me to give back answers ..   #regram #desiparents #punjabiparents #savage #sarcasticsoul #sarcasticmemes #sarcasm #parentslove https://t.co/c1PMScq8sv
",1
"1300764546186051589	Biffers have got such empathy and warmth of feeling. #sarcasm https://t.co/uhOv85zqQP
",1
"1300766735583383558	@NFLonFOX @Vikings @steelers @AtlantaFalcons @Seahawks @Saints @BuffaloBills @Chiefs @packers Packers fans suck! Can I get an Amen? @levitation12  @_Pantzke  #sarcasm p.s. are we really suppose to argue who has better fans?
",1
"1300767735249539077	@eliowa Back to schools going well i see!!! #sarcasm
",1
"1300768059188150272	When u have cheated from topper  Still top the exam... #sarcastic #Sarcasm https://t.co/ldXlhPFMzT
",1
"1300770366369853446	BREAKUPS AND #SARCASM https://t.co/LGrjnIfWzQ #breakup #love https://t.co/ZYVSdoEYWd
",1
"1300771702666797058	I want to die peacefully in my sleep like my Uncle, Not screaming and yelling like passengers in his car  #humor #humour #Sarcasm #sarcastic #Sarcasmo #FunniestTweets #FunniestTweet #Funniestmemes #jokes
",1
"1300773751936618497	PlayStation 😹😂😹😂😹▶️🚉  #Puns #Sarcasm #MEMES https://t.co/XFGx4HMZSj
",1
"1300774356889399296	Image - Price of Apathy  The market price per share of ""APATHY"" stock has been skyrocketing the past few months in #Victoria and #Queensland News reaching my desk this evening. We don't expect the IGNORANCE stocks to fall soon either.  #Sarcasm  #auspol https://t.co/H2Cqu9s9ev
",1
"1300774401361801216	@BKazimakas @EricBatchelder7 @HolderStephen Morons?  Biden been in office half a century and you now expect him to solve all the country's problems?!?  I'm not sure who you're calling a moron, but your faith in him is refreshing &amp; signifies your not a moron! #Sarcastic   pot/kettle/black
",1
"1300774935196037122	@DevangVDave @archu243 @MumbaiPolice @mybmc @sambitswaraj @BJP4India @KanganaTeam @narendramodi @AmitShah @JPNadda @poonam_mahajan @Dev_Fadnavis @republic @ZeeNews @indiatvnews @CPMumbaiPolice Mumbai police is allowing new talent's guys. I don't even wanna get started to this topic here and anymore. Every limit is been crossed.   I'm writing here in a #sarcastic way. Mentioning this because some dumb head  people won't understand this.
",1
"1300775926758862854	@HeyGingersaurus They never had Brian Goodwin before.  Now they do.  #sarcasm  #Reds
",1
"1300775966461931524	One of my favourite all-time slang in #Victoria and #Queensland   Oh Stephan, ""it's not the end of the world"".   I may even be tempted to register it as a business name. I love it. #Sarcasm #sarcastic #auspol https://t.co/IQW71xpFH2
",1
"1300776532009336838	@andybuds23 Surely not!! He’s as pure as the driven snow!!! 🤥🥴#Sarcasm
",1
"1300779589212319744	The curve was to be flattened of Covid but economy flattened ! So #Mitron  now I have shown you what is boomerang ! #ActOfFraud #EconomicCrisis #GDPGrowth #ModiHaiToMumkinHai #Sarcasm only. #BJPFailsIndia
",1
"1300780000526901250	What’s next, slot machines?? Where are the doctors?? #sarcasm #justincaseyourstupid
",1
"1300781223074246656	@BarneyShawshank @cupofmice @DanCrenshawTX Oh, that's ok then......... #sarcasm
",1
"1300782600609464323	@KyleKulinski I for one love a little toxic discharge in my fish and drinking water. It gives me my morning glow. #sarcasm
",1
"1300783918753308674	@badendave @Sc32814307 I’ll throw @charlesadler ‘s name into the ring because he’s on an honesty kick these days #Sarcasm
",1
"1300784388783902721	@the_crotty Boston wins the trade #sarcasm
",1
"1300784517913825286	It is evening and they have not told us what Rhea Chakraborty had in food today. Media, I am disappointed with you. #Sarcasm #SushantSinghRajput #RheaChakraborty
",1
"1300785582948454400	@synaesthesiajp This is totally what your fanbase has been calling for...finger on the pulse. #sarcasm
",1
"1300785859139194880	@therecount She right! @GOPChairwoman @GOPKenosha Hold police accountable for arresting Kyle for illegally carrying an AR under 18 (stupid law anyway), carrying a gun across boarders (only 20 minutes away, and shooting people (bc if you don’t support Trump,you deserve to get shot?)#sarcasm
",1
"1300786426129395714	A few days after my order?  Thx #sarcasm lol
",1
"1300786997431275522	@CoreyLaJoie @RSparks_32 Shouldn't it be Lajoie/Hamlin 2020.  #sarcasm
",1
"1300787053077106688	@ObrianEbanks Actually quite easy in text - Just add #sarcasm
",1
"1300787377187692544	@robreiner In his sleep!? #Sarcasm
",1
"1300789296518094851	kuchh log toh itne ameer hote hain ki ads-free youtube video dekhne ke liye uska bhi subscription le lete hain. #Memes #sarcasm #sarcastic
",1
"1300789321654394880	@RKJ65 My God. You must have to carry an AR-15 everywhere you go! #sarcasm #LooksNice
",1
"1300790069213757442	Read the article, he’s such a great guy! #sarcasm
",1
"1300791365127811073	@ChrisBrown83804 Wow dude. Cowabunga   Rich people have taken such great care of us this year  #sarcasm #unemploymentbenefits
",1
"1300791731034693633	WTF??  How drunk/tired/desperate must you be to sit in a production meeting and think ""we need a couple of people with credibility to argue for Brexit... who could we get? I know...""  FFS!!  Maybe I'm being unfair. These may be the closest Brexit has left to ""credible supporters""
",1
"1300792601684176897	@ZerlinaMaxwell Ahhh he's a scary scary black man that might hug you...talking about love &amp; all that scary stuff #sarcasm
",1
"1300793000629501956	@MensDayOutIndia  Women empowerment looks great 💪👍  #sarcasm #noshamewomen #insectsakafeminists
",1
"1300793127825883137	@SonuSood due to COVID gym equipments price is on another level please provide Gym equipments to gym lover #SonuSood #Sarcasm
",1
"1300794145389383681	@baltimoresun That should help her a lot in that district! #sarcasm
",1
"1300794369839190026	@biohussein Which one has the finest chip? 🌚 #sarcasm
",1
"1300799857976684544	@Cow__Momma Tabligi toh laye ... Lockdown   #Sarcasm
",1
"1300799888045649921	The whole nation knows better about  politics except the politicians!! 😶 #Politics #indianpolitics #Sarcasm
",1
"1300845194213052416	@jaypo1961 Come on Jeff, you rooted for all of this, didn’t you?  That’s what your time line will say anyway #sarcasm
",1
"1300846192277020672	@runbackdave There is something called a salary cap.  Maybe you weren't aware?  #Sarcasm
",1
"1300846837834944512	@henryrodgersdc It's his ""CNN Privilege.""  #sarcasm
",1
"1300847052327354373	@oliverdarcy If only there were cameras in the airport this story could be confirmed but I guess we will never know. #sarcasm
",1
"1300847097655291905	I can’t begin to express how excited I get when people bring up politics when speaking with me. It really tickles my fancy. I CANNOT wait for my next opportunity to have another productive discussion with another one of our great &amp; rational US citizens. Makes my day! #Sarcasm
",1
"1300847242950008832	@EmilyGorcenski Youthful indiscretion.  #Sarcasm
",1
"1300847491412234241	What is the link between Xi and Rhea? Why is Xi trying to distract the nation and derail the SSR investigation? Did they delete their Whatsapp chats? The nation wants to know! #China #Chinaindia #MyTakeOnSushant #SSR #rhea #arnab #Sarcasm
",1
"1300847923844886529	I love being #sarcastic https://t.co/PdrpS5MFAD
",1
"1300848043017805826	@shannonrwatts So very proud of my state and district. Ugh.  #CO3 #sarcasm
",1
"1300423195132977155	You know what's interesting about #Monday?  Nothing. . . #mondaythoughts #mood #Sarcasm #MondayMotivaton #Mondayblues #quotes #DailyQuote
",1
"1300424037852745735	That was ""Mostly Peaceful"".  #Sarcasm But this action is fully endorse by @JoeBiden
",1
"1300424142588526592	@MattWalshBlog Well, that'll help ol' whitey become less racist.  #sarcasm
",1
"1300424511825874944	@dmarcushammond_ Quite upset the toddler wasn't given a small handgun to get him started. #sarcasm
",1
"1300425230767345668	Teeside idiot posts new script to webshite  #darkcomedy #darkhumor #darkhumour #comedy #sarcasm #sarcastic #cynical #stocktonontees  #stockton #stocktondirectors #stocktonactors #stocktoncomedy  #stocktontheatre… https://t.co/R2iL8SpcIj
",1
"1300427837120352256	Ahh man not James Crawford.... #sarcasm
",1
"1300428376847474689	girl if u like punctual guys , then trust me i am very punctual about getting up from studies 🙄👉👈 #Sarcasm #sarcasticus #MondayMotivaton
",1
"1300428755609944066	@vimoh Act of God. Builds more temples only #sarcasm
",1
"1300429211094540291	I don't hate you, but if you were on fire and I had water, I would drink it. #hurricanemarie #comeridemywaves #ArtistOnTwitter #logophile #twitterjay #truthdealer #art #music #lyricalsoliloquy #comedy #movies #Sarcasm #news #whateverifeelliketalkingabout #allthingsweird https://t.co/Jx4ikFluvV
",1
"1300429830337556480	@jackassletters You suppose the NRA is ready to defend a virtual 2nd amendment? ...wouldn't we need a 'socially regulated militia'? :) #Sarcasm #DeepThoughts
",1
"1300430151491223552	@BreitbartNews So peaceful #sarcasm
",1
"1300431369739399170	It’s a beautiful day in the neighborhood. #sarcasm
",1
"1300432300950380544	@realDonaldTrump Reminder, this is all happening in Trump’s America, under your peaceful reign.  #sarcasm
",1
"1300432784520077312	THE SARCASM IS STRONG WITH THIS ONE on @Bonfire https://t.co/JnBexAnS1r   #sarcasm #starwars #strong #starwarsfan #sarcasmrules #sarcasmislife #sarcasmisfunny #starwarsfans #starwarsdaily #sarcasticaf #sarcasticbitch #sarcasticandsassy #thebitchycorner
",1
"1300432887699968000	@fox8news @nickp0330 Big shocker there.........#Sarcasm
",1
"1300433298271825922	It's said that #sarcasm is the lowest form of #wit. To that I say ""No, really? Hey, somebody give this person a #Nobel #peace #prize!""
",1
"1300435581361479680	New Cash Envelope #Sarcasm https://t.co/4RXBgvInM1
",1
"1300435665138511873	Friend -- You know what is Overrated?  Me:  #Friends #friendzone #FriendsTvShow #Sarcasm #ChandlerBing #ross #Monika #RACHEL #Modi #NarendraModi #COVID19 #overrated #sorry https://t.co/R3za0Bw7tZ
",1
"1300435849377492992	Yes, I am. #hurricanemarie #comeridemywaves #ArtistOnTwitter #logophile #twitterjay #truthdealer #art #music #lyricalsoliloquy #comedy #movies #news #Sarcasm #whateverifeelliketalkingabout #allthingsweird https://t.co/BxoizBmKRF
",1
"1300436429978308610	Yes, I am. @aveda #hurricanemarie #comeridemywaves #ArtistOnTwitter #logophile #twitterjay #truthdealer #art #music #lyricalsoliloquy #comedy #movies #news #Sarcasm #whateverifeelliketalkingabout #allthingsweird https://t.co/Jh0TsV5kD9
",1
"1300437195719880706	Of course HAHA Happy Monday! 💯🤣  . Like this? Link below: https://t.co/gf2zJaFxrN . #TwoFatChimps #Funny #Sarcastic #Sarcasm #Gift #GiftIdeas #Teepublic #Etsy #Amazon #Redbubble #ShoppingOnline #OnlineShopping #Shopping #Shop  #Monday #Read #readerslife  #ReadersCommunity https://t.co/oZrNW85Qo6
",1
"1300437644464201729	@DonaldJTrumpJr @NFL Nope, that would be racist and inflammatory!  #Sarcasm
",1
"1300437924635275264	*Just a Random Thought* You know what is Overrated?  #Friends #FriendsTvShow #random #RandomThoughts #NarendraModi #modi #ChandlerBing #Sarcasm #mondaythoughts #LOL #agreed #overrated https://t.co/xcsO8Otziw
",1
"1300439652428439553	@TheRealHoarse Tell the farmers to pull themselves up by their bootstraps #Sarcasm #tariff
",1
"1300439921765675015	Sounds good, but it's late AF. You control govt spending, what gets funded, &amp; can shut the govt down. You CAN stop it, but haven't. 😠 Have you noticed that we are headed towards a second civil war? 😳  It's like DNC &amp; RNC are on the same team... 😤 #sarcasm  @RepBarbaraLee https://t.co/VtBNeMLb6L
",1
"1300440482724687872	@aaliyasalman3 If we can’t avoid it let’s be wise with it.   #British #Sarcasm
",1
"1300440698534137861	Saw Van Gogh trending, and I thought he had died. But he's OK. Good to know. #sarcasm https://t.co/XOtrwAdgbC
",1
"1300443422201847814	@aruproytweets #Sarcasm I hope
",1
"1300443675110109184	@Douglas4Moray Thanks Mr Plenipotentiary 🙄 We're so grateful for your care and attention. (#sarcasm, for avoidance of doubt) Let's go, Scotland #indyref2 now!
",1
"1300444223032889345	@MegInRecovery Sitting in the waiting room at the hospital to meet up with yet another neuro psychiatrist.... I am so looking forward to explainin my weird brain and skullfracture accident again.... #sarcasm
",1
"1300444868708196352	He : Can I ask you a question?  She : You just did!   #LOL #memesdaily #Sarcasm
",1
"1300445082479362049	@thehill He is bit racist tho !!  Believe me he is not 😂🤣😂. GTFOH. #sarcasm
",1
"1300445341167296512	@thehill He is not racist tho, believe me 😂🤣😂. #sarcasm
",1
"1300446264044052489	@RahulGandhi @ShashiTharoor Only you could have saved this economy! We needed you as the PM in these difficult times!  You have that machine which converts potato to gold!   Q1 in total lockdown.. that machine would have given an impetus to the economy... we would have seen 23.9% rise in economy!  #Sarcasm
",1
"1300446618638905344	@republic Looks now your reporter Sweta needs some cetrize/paracetamol as she is suffering from cold. Hope she is not COVID infected. #Sarcasm
",1
"1300448637416337408	@ShelbyTalcott You mean, you didn't get up in their faces and press them against a wall?!   I didn't watch your video yet. You're description is perfect! 😂   (I haven't even listened to or watched the full video shown below from @KunkleFredrick.)  #Sarcasm https://t.co/tzT9AyoRP2
",1
"1300448770648428544	Yep, math is as fun as I remembered it... #sarcasm #annoyed
",1
"1300449333922463745	@SueTurnedBlue @DrEtiquette @JoeBiden Please make use of the standard text sarcasm indicators such as: &lt;/sarc&gt; or /s or even #sarcasm Otherwise, you will look like an idiot, who thinks 10:45am is an ""uNgOdLy hOuR"" at which to be awake.  Seriously. This IS sarcasm, right?
",1
"1300449366063357953	Please make use of the standard text sarcasm indicators such as: &lt;/sarc&gt; or /s or even #sarcasm Otherwise, you will look like an idiot, who thinks 10:45am is an ""uNgOdLy hOuR"" at which to be awake.  Seriously. This IS sarcasm, right?
",1
"1300450444418805760	@anuragkashyap72 Stop being #sarcastic, have u #invested in any #startup to change situation ? how many changes is shown by ur films for #motivating youth to do something gud in buisness, whether u r introducing any new #technology in #Bollywood how many people got new #skills #Jobs because of u
",1
"1300450992933072897	@Leaf_lover26 @narasimhan_sr @srivatsayb @narendramodi Leaf lover, please, you Anti-national  It's act of God. Modiji has no take in it.   #Sarcasm
",1
"1300452261202669573	Luis Robert will have Topps Now autos today ... get your bots ready. #sarcasm
",1
"1300452519898947587	@jasonrantz But, but, but... that's still WAY less than the number of people who are killed by the coronavirus every weekend.  #Sarcasm
",1
"1300452645015097346	Boy.  That's true leadership, I'll tell ya.  #sarcasm
",1
"1300452680402456576	She does impeccable work!
",1
"1300452749046288388	@hndmaidenonfire @Variety Well gee, for someone who claims to be a cinema lover, your sure proved that you love and support the industry #sarcasm https://t.co/0DuISKWBIQ
",1
"1300452866784743430	It's new #comic time from #XKCD! This one's called 'Hurricane Hunters'. https://t.co/MduprT1Jt9 #sarcasm #math
",1
"1300452989577035777	@OhMyMithrandir But Brian Michael Bendis is he best best at everything and we should assume that everything he does is great and not some lazy old boomer bullshit, right? #sarcasm
",1
"1300453120841977856	@gens_marlyn @inquirerdotnet @banderainquirer You sound like you have not heard of #Sarcasm
",1
"1300454310187331584	@JamesTodaroMD Oh, so THAT's why the CDC says people can go back to work (in hospitals) 10 days since symptoms first appeared and allegedly after testing positive for #SARSCoV2.  #Sarcasm https://t.co/0M4oOsMtId
",1
"1299967379783454720	Of course Mattie is a god-botherer first and foremost #sarcasm
",1
"1299968963967811584	@ShefVaidya Opening this up to the world - Name one country densely populated with the Madrassa Educated folks (So called Religion of Peace)? Winner gets to visit the same country! #Sarcasm #peace #PuncturePublic
",1
"1299969624067448832	Sunday sarcasm Some things are better left unsaid 🤣 sus caritas 🤗 me muero 🤣 #myhunkybiker #pardolicious #jdpardo ❤ #myguapobiker #claytoncardenas ❤ #mayansmc @JDPardo @cardenasclayton
",1
"1299971007076204544	Jo mera #sarcasm level match karle usey advance mein I love you.
",1
"1299971673127415809	Me and my Gf whole day :)  Don't stray from the topic, she bites all day, NAAGIN bc 😭  #MEMES #memes2020 #memesdaily #sarcastic #Sarcasmo https://t.co/rzQhaDKmT2
",1
"1299972028796145665	A round of applause to the legends back in the day who never watched avatar but gisted us from season 1-8... @Imsarcasmm #sarcasm
",1
"1299976156897136641	Wellll... Thank you Sweden for running ""experiment"" for the world to see what happens when you try to foster #Muslim population as #Refugees. #WeAreWithSweden #WeStandWithSweden  #Sarcasm #swedenriots #Sweden #MalmoRiots #MuslimsArentPeaceful
",1
"1299976160319803394	""Be impossible - really, really, really impossible - to forget."" Chris Branch ☕️ #Doyoucareless #doyoureallydare #advertising #parody #sarcasm #humor #copywriting #copywriter #contentwithhumor #copywriterway https://t.co/0zwGr1q0Dw
",1
"1299978808137662464	Sound on!🤣 @irealistech #irealistech #teamirealistech #LOL #fun #justforfun #justforlaughs #SundayThoughts #RelianceRetail #sundayvibes #coronavirus #FunniestTweets #SoundCloud #voiceover #voiceacting #LifeIsStrange #laughter #Sarcasm #sarcastic #Photoshoot #Likee #like4like https://t.co/r7Etndko4d
",1
"1299981451870363649	Everytime😬  #Sarcasm #SundayThoughts #sundayvibes https://t.co/AYxllrV8fO
",1
"1299986008193118208	@DoFactCheck @2rip_van_winkle @zoo_bear @samjawed65 @OpIndia_com You are correct, but he said ""Bottomless Pit"" it means, niche se number 1 hai. Get the #Sarcasm
",1
"1299986243472818177	@SrBachchan Sir, Shall I put myself in to the Oven 😂😂😂😜😜 To all its  #sarcastic comments#
",1
"1299987396885278720	if u See Me With My Mom in Street , I'dont know You . 😐  #sarcastic #Sarcasm #Sarcasmo #MEMES #memesdaily #memes2020 #memeschesichudu #memesrock   @VellaSays 😃 💯
",1
"1299991803613999104	@RichTweets Yeah really good strategy going against Dr Bonnie Henry #sarcasm
",1
"1299995649426022401	@adam_waldman @katiehind Well she did learn from the master Dan Wootton since they are BFFs and all that. UK journalism at it's finest! 😒 #sarcasm
",1
"1299995995246297088	@stwater thank you so much for having a back up pump for the Kineton CV35 area and not leaving all the village without water #Sarcasm
",1
"1299996763118469120	Pls note that the intention of this tweet is not to encourage tax payers to default in making tax payments but to just question the policies in a democratic manner. Pls take it on a lighter note. #jayhind #Sarcasm
",1
"1299997248558784512	@RanaAyyub You have not even spared a Pandemic situation... silly #Sarcasm  #COVID
",1
"1299997854891737088	#Sarcasm #Fortunately, we have the #Geopolitical #Science &amp; #Beliefs to divide the #World ↓ #Space-#Time-#Humanity: Divisible ↕ #UTC =0°= Earth Static 🇺🇳 Local Time: You on #Earth  NB: #Otherwise we would have to #LiveTogether, at the same Time ↓ https://t.co/btEQZbVrfM https://t.co/GjndBFtqEG
",1
"1299998422863314944	#Sarcasm #Fortunately, we have the #Geopolitical #Science &amp; #Beliefs to divide the #World ↓ #Space-#Time-#Humanity: Divisible ↕ #UTC =0°= Earth Static 🇺🇳 Local Time: You on #Earth  NB: #Otherwise we would have to #LiveTogether, at the same Time ↓ https://t.co/iLI3ShZFDZ https://t.co/kb0qa8raz3
",1
"1300000145900068864	@steven_kolber @DrHeery @MrTravisDrake @kmcg2375 @Bernm9 @science_sauce @JoyceMatthews_ @CmunroOz A1 - #sarcasm does not translate well in short form messages (in twitter or in my remote lessons).  My students use #chat a lot but I tell them what ever they write in chat, i will assume is literal (unless there is a #sarcasm in the chat feed).  #edureading
",1
"1300002272865333248	As long as she’s sorry, that’s what matters, right? #sarcasm #entitledcelebrities   Bella Thorne issues apology following changes to OnlyFans policies  https://t.co/oksWZ5n9DY
",1
"1300005247255969793	Commy bastard! #sarcasm
",1
"1300010515654082561	It's said that #sarcasm is the lowest form of #wit. To that I say ""No, really? Hey, somebody give this person a #Nobel #peace #prize!""
",1
"1300012856830644224	So basically Indian society loves making comments on other people's life, But still care to say ""Mind your own business"",but they never do. #Sarcasm
",1
"1300013635813748736	@SteveScalise @WhiteHouse @realDonaldTrump Wait the united states president pledged support after a natural disaster in the United States!?!? Wow! You must be impressed #sarcasm #YouveAlreadyFailed #FakePresident #exposed
",1
"1300014097430450179	@SenJohnKennedy @realDonaldTrump @POTUS Wait the united states president pledged support after a natural disaster in the United States!?!? Wow! You must be impressed #sarcasm #YouveAlreadyFailed #FakePresident #exposed
",1
"1300014223733514241	@travisprmd #Sarcasm isn’t vital unless you desire to spice up your poorly argued (moot) point.
",1
"1300014753750884352	@EmilyRoseFinn @realDonaldTrump @OANN Wait the united states president pledged support after a natural disaster in the United States!?!? Wow! You must be impressed #sarcasm #YouveAlreadyFailed #FakePresident #exposed #OANispropaganda
",1
"1300018554520113153	@OANN @realDonaldTrump Wait the united states president visited a state after a natural disaster in the United States!?!? Wow! You must be impressed #sarcasm #YouveAlreadyFailed #FakePresident #exposed #OANispropaganda
",1
"1300019746398666753	French LOL #english #love #language #languages #sarcasm #indianmeme #trolls #bollywoodmemes #bakchod #comedy #indianjokes #hindimemes #chutiyapanti #follow #india #fun #desimemes #chutiyapa #humor #sarcasticmemes #dankmemes #lol #memesdaily #français https://t.co/rg9zCl4gWI
",1
"1300024049670795265	@DavidRedvalley @DB_AfcHighbury Clearly you haven’t read any of his tweets before have you  #sarcasm
",1
"1300024163780964353	@jdawgboi123 @badmovieman @itsJeffTiedrich @realDonaldTrump Hey bro, I totally don't get, like, why you have such a low IQ bro. Are you, like, not educated? Bro, have you seen that last meme bro? Like, it totally speaks to me you.  #sarcasm You are filled up with dumb sh!t to repeat. Try to think of something original.
",1
"1300025552447954951	Funny Sarcasm Political Face Masks: VOTE FOR BOB, BOB LIKES CHEESE. Funny Dog Lover Gifts! #RBandME:  https://t.co/DLOxpns6Ug #findyourthing #redbubble #PoliticalMemes #sarcasm #sarcastic #funnyquotes #VotingRights #Vote2020 #Vote #doglovers #dogsoftwitter
",1
"1300029081665310721	@Cut4 @MLB Oh wait... the Angels were up 11-1 He shouldn't have hit a HR Maddon should have pulled him when the Angels reached 10 runs #UnwrittenRules #Sarcasm
",1
"1300032413565964289	@DCHI23 What's the over/under on how many folks don't realize your comment is #Sarcasm?
",1
"1300034432296988672	Well there it is. We don’t even have to vote. He has won it. #sarcasm #dumptrump2020 #bidenharris
",1
"1300034931070959616	Wanna see something funny  ?  Opean your front camera  😁  #Sarcasm #sarcastic #MEMES #memesdaily #memesrock
",1
"1300036803655802881	Bold faced hardcore SASSING.. 💜 https://t.co/rIfxlOrCtA #sarcastic #sassy #SundayMorning #GoodVibes #GoodSunday #BACKITUP #sarcasmo #girlbestfriend #teengirl #friendsquotes #idkwhoneedstohearthisbut #foxnews #fashiondesigner #duhalde #dune #sweetdreams https://t.co/uiLIVnd2Cn
",1
"1300037290618687490	@bopinion @DougKass @therealcpeace “12 more years” #sarcasm
",1
"1300039185110306816	#FACT Of course I (you) talk to myself. Sometimes I (we) need expert advice.  #mentalnote #sarcasm   #leader #business #sales  #entrepreneurship  #entrepreneur #inspire #inspiration #winning #mentoring  #success #teamwork #money #financialfreedom #buildingthebrand #zellism
",1
"1300042905780977665	Bravo @viajaVolaris, always giving the best service delaying flights by 90 minutes #sarcasm #volaris
",1
"1300043347223089155	@kenolin1 I can’t even fathom the day when stores started making people wear PANTS to shop. The outrage must’ve been EPIC. #Sarcasm
",1
"1300044378417909761	Oh waah #sarcastic
",1
"1300044636296220675	@AmericanHoolis Ikr! I’m so surprised #sarcasm
",1
"1300046307306778624	@happily_lady What’s the problem? Alberta can afford to haul a giant piece of metal most of the way across the country, set it up at our legislature, and have Alberta sheriffs guard it 24/7! It’s creating “jawbs” #sarcastic #FiretheUCP
",1
"1300048074383847426	@SAndersonshpk @AdrianaLaGrange @jkenney But @SAndersonshpk it takes time to figure out how to run money through the graft machine! We have several donors that expect a piece of the pie and with this amount of money there’s lots of people that deserve a cut! #sarcastic #FiretheUCP
",1
"1300048378651344897	@Crazyinnasia Yeah, 'cause we're all against propaganda, right?  If we don't do something soon DPRK might even distribute flash drives with films and literature with juche ideology to other countries allegedly to free their people's minds of the grasp of consumerism, how absurd.  #sarcasm
",1
"1300048499019591680	Girly girl travel mug ~ Coffee and Mascara☕️ https://t.co/R3KHHpTAuh #Travelmug #travel #cuppastogether #caffeineaddict #coffeeaddict #Letsdomore #outdoorfun #outdoors #glamping #mascara #sassy #Sarcasm #weeknd #giftideas #gifts #giftsforher https://t.co/Q572nKAlFJ
",1
"1300048590346178560	I could be making a lot of money as a Marriage Counselor ... Buuuut I'm single so what do I know, right??⁉️? 🤷🏾‍♂️😂😂  All I'm gonna say from now on iz .. "" bé/ni'dígah ""🤦🏾‍♂️🤪🤣  Cibecue Apache for ""I told you so/whatever/more power to them|her|him|you."" It's a #sarcastic remark.
",1
"1300049976094064642	@CTVNews Oh look at us America.  We can protest too. We are worthy of your praise...please notice us and praise us. Canada 🇨🇦 matters....honest. #sarcasm
",1
"1300050219837554688	@KayHarty1 @BetsyRossUSofA @realDonaldTrump Ask the democrats, they know everything. #sarcasm
",1
"1300050639112863746	How to Get My Rich Uncle to Give You Money (Sarcasm) U need money. U need it now! Instead of getting Internet peeps to send you $$ orders, try my Rich Ole Uncle Bill.  He's got a pile of cash! #richuncle #moneytopayforyourass #sarcasm #humor  https://t.co/RUSUGwLdEZ
",1
"1300051704113778690	@ITVCentral When asked, 9 out of 10 nurses and doctors said they’d prefer a thankyou message written on a warplane than a pay rise.... #sarcasm
",1
"1300056054823297024	Shocking? It would have been shocking if Misbah had picked him #Sarcasm
",1
"1300057884135489536	Didn't realise that one of the highest paid players in world football was a slave! Quick, someone call Amnesty International!  #Sarcasm #FreeMessi
",1
"1300059109652393985	@JerryPerry511 @JoeBiden And what did Trump do there? Signed pieces of paper and bragged about how his autograph is worth 10k on Ebay. Yes, very impressive trip #sarcasm #YourAnIdiot
",1
"1300062793941606400	@tedwheeler @realDonaldTrump You most feel so safe with those antifa bodyguard! #sarcasm
",1
"1300066935883919360	Shout out to all the people who feel like their weekend was ruined b/c of a statue they never heard of b4 getting broken.  U guys make a lot of sense. #sarcasm
",1
"1300066954300895232	#sarcastic tweet?
",1
"1300067544712257537	Follow @tejasambetkar   #hindimemes #memes #indianmemes #desimemes #chutiyapa #funnymemes #memesdaily #hindijokes #bollywoodmemes #bakchodi #meme #indianjokes #dankmemes #sarcasticmemes #chutiyapanti #sarcasm… https://t.co/FCvpYAA6P8
",1
"1300068342359879683	Follow @tejasambetkar   #Repost the_coolest_memer download.ins --- 😂😂 . . . #sarcasm #sarcastictales #sarcasticmemes #sarcasticquotes #sarcasm #memelord #memelove #memelife #memer #memes #followforfollowback… https://t.co/r5FujrcPXQ
",1
"1300068453152325632	Ya lo aab kis kis ko chaiya . . . Mention your friends😂😂 Follow us @meme_bhaiyajee 👈😝💯👌 Turn On Post Notification🔔  Follow @meme_bhaiyajee  Follow @meme_bhaiyajee  Follow @meme_bhaiyajee . . #indianmemes #desimemes #belikebro #sarcasm#sarcasticmemes #rvcj #rvcjinsta #chu… https://t.co/Y4qqQ5EcbY
",1
"1300068652042137600	Uh oh, Trump retweeted Lindsay. Watch #BigEva stop promoting his book. #sarcasm
",1
"1300069381104230406	I just made a small mistake   I DREAMT BIG , I TRUSTED PEOPLE, I BELIEVED IN HEALTHY COMPETITION.   I WAS NOT BORN IN A STAR FAMILY.  #sarcastic #ripsushantsinghrajput #iamsushanth  @itsSSR
",1
"1300073772540723201	I’m a nurse and have been trying to educate against diabetes and obesity as a health issue. Then it occurred to me that maybe I should switch to the commies side, cause it’ll solve the obesity issue when everyone is starving. #sarcasm
",1
"1300074512181006336	@grodaeu @swarajk224 What about the refugee crime zones? #sarcasm
",1
"1300074532863176705	Who knew ending racism in Canada would turn out to be so simple? Good job, people! #sarcasm #sirjohnamacdonald
",1
"1300074610348752896	Ricciardo after seeing this picture:  “I got out the car and I looked in his direction and he was already looking at me. He was clearly waiting for my response and we both gave each other a friendly middle finger"".  #Sarcasm #F1
",1
"1300075090999205890	Ya lo aab kis kis ko chaiya . . . Mention your friends😂😂 Follow us @meme_bhaiyajee 👈😝💯👌 Turn On Post Notification🔔 Follow @meme_bhaiyajee Follow @meme_bhaiyajee Follow @meme_bhaiyajee . . #indianmemes #desimemes #belikebro #sarcasm#sarcasticmemes #rvcj #rvcjinsta #chutiy… https://t.co/NVLunQaoqn
",1
"1300075268472819712	Soooo what’s the excuse for why they did this?! Because I’m sure that Black man deserved it. He had to. 🙄 #sarcasm
",1
